Student Number,Gender,Race,Hispanic / Latino,Grade Level,LEP Indicator Code,Eligible for Free or Reduced Lunch,Has Active at Risk,Has Special Education Enrollment TX,IEP Continuer,Housing Status,Active,Language Description,Status of Enrollment
266953,M - Male,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
268427,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
266756,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264124,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273950,F - Female,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263866,M - Male,White,TRUE,10,4,No,Yes,No,No,Not Applicable,No,SPANISH,Active
271849,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281740,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267378,F - Female,Amer Indian,TRUE,11,5,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269723,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266678,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282414,M - Male,White,TRUE,11,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
261243,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289623,F - Female,White,TRUE,11,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284075,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266599,M - Male,Black,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
270913,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267437,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
265215,F - Female,White,TRUE,11,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
264203,M - Male,White,TRUE,12,4,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278435,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272044,F - Female,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277442,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278050,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,SPANISH,Active
264766,F - Female,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
267402,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266330,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278434,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269677,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290808,M - Male,White,TRUE,11,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
289566,F - Female,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
270608,F - Female,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278784,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266236,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
265506,F - Female,Black,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291245,F - Female,White,FALSE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286321,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,SPANISH,Active
267239,F - Female,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269240,F - Female,Amer Indian,TRUE,10,5,No,No,No,No,Not Applicable,No,ENGLISH,Active
264510,M - Male,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266782,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
268995,F - Female,Black,FALSE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
269639,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267956,M - Male,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
267997,M - Male,Amer Indian,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
269319,M - Male,White,TRUE,10,4,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267504,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269418,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271173,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263819,M - Male,White,TRUE,11,5,No,Yes,No,No,Not Applicable,No,SPANISH,Active
269883,F - Female,Amer Indian,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289285,M - Male,White,TRUE,12,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282488,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264992,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
270062,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263868,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,SPANISH,Active
289804,M - Male,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284640,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277839,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286394,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
263024,F - Female,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279724,F - Female,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264592,M - Male,White,TRUE,12,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
266162,M - Male,White,TRUE,11,5,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279723,M - Male,White,TRUE,9,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266504,M - Male,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267056,M - Male,White,TRUE,11,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
266398,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263558,F - Female,Amer Indian,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264902,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281013,M - Male,Pacific Isl,FALSE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267412,F - Female,White,TRUE,11,4,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269799,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282303,M - Male,White,TRUE,12,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
279156,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279159,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279154,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283779,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
266369,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283803,F - Female,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
271344,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290766,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
268915,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,SPANISH,Active
264869,M - Male,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263865,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286034,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264215,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266257,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264732,M - Male,Amer Indian,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284070,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
266379,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264310,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269348,M - Male,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
273232,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
269808,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,SPANISH,Active
266346,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289478,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264744,F - Female,White,TRUE,12,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
267345,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289480,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290777,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275166,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264202,M - Male,White,TRUE,12,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266277,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286941,F - Female,White,TRUE,11,5,No,Yes,No,No,Not Applicable,No,SPANISH,Active
267018,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269079,M - Male,Amer Indian,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
268768,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280402,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
261313,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
262506,M - Male,White,TRUE,12,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
268843,M - Male,White,TRUE,10,C,No,Yes,No,No,Homeless,No,ENGLISH,Active
266791,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269643,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
265332,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267477,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282646,M - Male,Asian,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266234,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267556,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267076,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286411,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274585,F - Female,Amer Indian,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274150,F - Female,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
267284,F - Female,Amer Indian,TRUE,9,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264031,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289052,F - Female,Black,FALSE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289053,M - Male,Black,FALSE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
279563,F - Female,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269243,F - Female,Amer Indian,TRUE,9,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290055,M - Male,Asian,FALSE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271985,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266965,M - Male,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284089,M - Male,White,TRUE,11,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
269863,F - Female,White,TRUE,10,,No,Yes,No,No,Homeless,No,ENGLISH,Active
268643,M - Male,White,TRUE,11,,No,Yes,No,No,Homeless,No,ENGLISH,Active
269224,F - Female,Amer Indian,TRUE,10,5,No,No,No,No,Not Applicable,No,SPANISH,Active
264531,F - Female,White,TRUE,12,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290770,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264735,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287284,M - Male,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
271201,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264597,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277647,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267728,F - Female,White,TRUE,11,4,No,Yes,No,No,Not Applicable,No,SPANISH,Active
266799,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
268690,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
269379,F - Female,Amer Indian,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269539,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
270494,M - Male,Black,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276111,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276015,M - Male,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
274462,F - Female,White,TRUE,11,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
274463,M - Male,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266355,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280880,M - Male,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264071,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287720,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266260,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290794,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290916,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264716,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264233,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272880,F - Female,White,TRUE,10,5,No,No,No,No,Not Applicable,No,ENGLISH,Active
290979,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264223,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267572,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269057,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
267285,M - Male,Amer Indian,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285681,F - Female,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
285680,F - Female,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
264064,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
265108,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266457,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266258,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266918,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
271324,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269905,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
265143,F - Female,Amer Indian,TRUE,12,,No,No,No,No,Not Applicable,No,SPANISH,Active
276686,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267163,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
269537,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288651,M - Male,Black,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
267160,F - Female,White,FALSE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286446,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
266914,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267525,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,American Sign Language (ASL),Active
269112,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
274730,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272940,F - Female,White,TRUE,12,5,No,No,No,No,Not Applicable,No,SPANISH,Active
280339,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288130,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
272935,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
272441,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263645,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284256,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
263828,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266226,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286711,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
269733,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
265062,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
271111,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276849,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
270814,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267496,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
275434,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
268804,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
271001,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
265181,M - Male,White,TRUE,11,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
267293,F - Female,Multi-Race,TRUE,10,,No,Yes,No,No,Homeless,No,ENGLISH,Active
264278,F - Female,White,TRUE,12,4,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290149,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266492,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
265142,F - Female,Amer Indian,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271497,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264713,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287409,M - Male,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
263862,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
283624,F - Female,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269636,F - Female,Amer Indian,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286033,M - Male,White,TRUE,10,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286160,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
271006,M - Male,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275304,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275182,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277282,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285444,M - Male,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
269478,M - Male,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
265243,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283662,M - Male,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
265092,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267564,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279792,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269859,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
266961,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269063,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
266516,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
277475,M - Male,White,TRUE,10,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
285300,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286435,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282591,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
267571,F - Female,White,TRUE,11,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264362,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267584,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267137,M - Male,White,TRUE,10,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
267262,M - Male,White,TRUE,11,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
280116,F - Female,White,TRUE,11,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266362,M - Male,White,TRUE,9,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277296,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266472,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
264997,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272529,M - Male,White,TRUE,10,,No,Yes,No,No,Homeless,No,ENGLISH,Active
270037,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
272928,M - Male,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
271940,F - Female,Black,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
266482,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
268668,M - Male,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267034,M - Male,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276322,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269815,F - Female,White,TRUE,10,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
266898,M - Male,Amer Indian,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266395,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
259441,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
266489,M - Male,White,TRUE,10,,No,Yes,Yes,No,Foster Care,No,ENGLISH,Active
267449,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275117,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
264583,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
269779,F - Female,White,TRUE,10,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291229,M - Male,Amer Indian,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290782,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285022,M - Male,White,TRUE,12,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280696,F - Female,White,TRUE,12,,No,No,No,No,Not Applicable,No,SPANISH,Active
272016,M - Male,White,TRUE,12,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275302,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275305,F - Female,White,TRUE,12,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
275770,M - Male,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
267376,M - Male,Amer Indian,FALSE,11,5,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269424,F - Female,White,TRUE,11,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
269855,F - Female,White,TRUE,10,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
